rating_id,user_id,store_id,star_rating
372,475,18845,4
373,475,3233,4
374,475,375,4
375,496,14415,2
376,496,18606,3
377,496,9290,5
378,496,14928,3
379,496,12079,4
380,496,10545,3
381,496,2150,4
382,496,1979,2
383,496,11546,3
384,496,569,5
385,496,1470,3
386,496,8445,3
387,496,2525,3
388,496,17287,3
389,496,14487,3
390,496,1141,4
391,496,6850,4
392,496,4252,4
393,496,10906,5
394,496,2422,4
395,496,11144,4
396,496,18109,3
397,496,1995,4
398,496,14437,5
399,496,17099,5
400,496,4201,2
401,496,12811,3
402,496,552,3
403,496,13056,5
404,496,7672,3
405,502,14760,3
406,502,3001,3
407,502,11280,3
408,502,8820,3
409,502,9337,5
410,502,8132,3
411,502,18750,3
412,502,15839,3
413,502,4202,4
414,502,11518,3
415,502,7933,3
416,502,9159,4
417,502,18681,1
418,502,11327,4
419,502,4508,5
420,502,8034,2
421,502,92,4
422,502,2919,3
423,502,18165,3
424,502,3312,3
425,502,15152,3
426,502,3024,4
427,502,18713,3
428,502,16025,2
429,502,403,2
430,502,8312,1
431,502,9368,3
432,502,2774,2
433,502,18755,2
434,502,8347,3
435,502,1147,4
436,690,3733,2
437,690,12433,3
438,690,3515,4
439,690,1323,4
440,690,1875,4
441,690,14708,3
442,690,16650,4
443,690,5034,3
444,690,15406,3
445,690,2617,5
446,690,4632,2
447,690,11931,3
448,690,10026,4
449,690,13128,4
450,690,11081,5
451,690,9108,5
452,690,5907,3
453,690,17814,3
454,690,18733,5
455,690,14625,3
456,690,6684,2
457,690,6326,4
458,690,13548,4
459,690,18472,3
460,690,2863,4
461,690,18992,4
462,690,9449,3
463,690,12325,5
464,690,11313,2
465,690,10238,5
466,690,4100,3
467,690,12299,3
468,690,3115,2
469,690,8836,4
470,690,17931,4
471,690,14261,2
472,690,8110,4
473,702,705,5
474,702,10617,4
475,702,8403,3
476,702,15983,3
477,702,16053,3
478,702,3445,3
479,702,2335,2
480,702,13866,4
481,702,2715,4
482,702,15688,3
483,702,10477,3
484,702,19012,4
485,702,6877,4
486,702,16482,2
487,702,15943,3
488,702,8469,3
489,702,18040,2
490,702,4529,4
491,702,14898,5
492,702,13467,1
493,702,17175,4
494,702,8822,4
495,702,12861,3
496,702,200,5
497,702,13309,3
498,702,12186,4
499,702,9375,3
500,702,15157,3
501,702,332,4
502,702,9620,1
503,702,9314,3
504,702,7135,4
505,702,6707,5
506,702,26,4
507,702,621,5
508,702,9310,3
509,702,17144,3
510,810,10924,3
511,810,12119,5
512,810,11781,4
513,810,4421,4
514,810,14827,3
515,810,2197,3
516,810,6052,3
517,810,6114,3
518,810,12063,5
519,810,18820,3
520,810,7853,2
521,810,6800,3
522,810,10793,3
523,810,12437,4
524,810,14685,3
525,810,16217,4
526,810,9904,5
527,810,17249,3
528,810,8899,4
529,810,11154,4
530,810,8763,2
531,832,4533,4
532,832,11649,4
533,832,18910,4
534,832,9206,4
535,832,9011,3
536,832,3888,3
537,832,4184,2
538,832,10820,3
539,832,731,2
540,832,3691,4
541,832,5601,3
542,832,6475,2
543,832,10525,4
544,832,7517,5
545,832,5397,4
546,832,7062,4
547,832,15003,1
548,832,14333,5
549,832,3065,5
550,832,4230,4
551,832,1538,3
552,832,6923,4
553,832,558,4
554,832,11889,4
555,832,5358,5
556,832,15652,5
557,832,13711,5
558,832,14991,5
559,832,15325,5
560,832,16350,2
561,832,13689,3
562,832,6744,5
563,832,18526,4
564,832,10367,3
565,832,13020,3
566,832,14172,5
567,832,2089,3
568,832,17200,1
569,832,7370,3
570,832,5050,5
571,832,12848,4
572,832,15848,5
573,832,16671,1
574,832,13929,2
575,836,12638,4
576,836,15955,5
577,836,10492,4
578,836,4064,3
579,836,1144,2
580,836,13076,3
581,836,3515,4
582,836,18646,4
583,836,14738,5
584,836,11161,5
585,836,8039,3
586,836,7213,3
587,836,14588,3
588,836,5490,5
589,836,5327,3
590,836,17380,3
591,836,12904,4
592,836,8872,5
593,836,10365,3
594,836,10373,3
595,836,9090,4
596,836,2821,4
597,836,6843,5
598,836,3887,3
599,836,1911,3
600,836,14099,2
601,841,14246,4
602,841,16400,4
603,841,17631,5
604,841,5381,5
605,841,3974,3
606,841,6565,5
607,841,17033,2
608,841,5981,3
609,841,4547,2
610,841,17042,1
611,841,12325,4
612,841,13675,4
613,841,1771,4
614,841,6919,5
615,841,9046,2
616,841,12467,3
617,841,8013,4
618,841,16668,3
619,841,13343,3
620,841,16627,5
621,841,2148,3
622,841,17702,3
623,841,797,5
624,841,2181,5
625,841,5812,4
626,841,3147,3
627,841,539,1
628,864,3001,4
629,864,12697,2
630,864,5188,5
631,864,5956,5
632,864,8936,4
633,864,5692,3
634,864,18209,4
635,864,9936,4
636,864,9983,3
637,864,3586,3
638,864,10287,3
639,864,1791,5
640,864,6919,3
641,864,12422,2
642,864,19088,3
643,864,5489,3
644,864,1648,2
645,864,3323,3
646,864,18988,4
647,864,2891,4
648,864,7246,3
649,864,16222,4
650,864,14953,2
651,864,1751,4
652,864,16325,2
653,864,3721,3
654,864,8183,4
655,864,3637,4
656,864,7644,5
657,864,2282,3
658,864,1268,5
659,864,14212,3
660,864,4376,4
661,914,16005,3
662,914,13609,5
663,914,11780,2
664,914,5717,4
665,914,13893,3
666,914,12517,3
667,914,8279,2
668,914,2961,5
669,914,9372,5
670,914,7286,3
671,914,14983,5
672,914,14199,5
673,914,656,3
674,914,17023,3
675,914,1980,2
676,914,11478,2
677,914,12645,5
678,914,2405,4
679,914,6189,5
680,914,1114,3
681,914,2173,3
682,914,16599,3
683,914,5082,3
684,1094,8267,4
685,1094,2094,2
686,1094,8834,4
687,1094,3357,3
688,1094,2865,1
689,1094,5739,2
690,1094,16883,5
691,1094,9162,4
692,1094,10005,5
693,1094,15032,4
694,1094,5516,3
695,1094,1957,3
696,1094,13907,2
697,1094,10442,4
698,1094,19073,2
699,1094,13399,4
700,1094,13162,4
701,1094,10014,5
702,1094,17375,3
703,1094,9987,5
704,1094,5513,1
705,1094,2655,4
706,1094,5680,3
707,1210,7187,3
708,1210,13335,5
709,1210,15104,4
710,1210,5303,4
711,1210,7978,3
712,1210,8229,5
713,1210,14181,3
714,1210,2996,4
715,1210,10046,3
716,1210,10215,5
717,1210,2716,3
718,1210,10639,4
719,1210,2618,5
720,1210,8690,4
721,1210,3165,3
722,1210,5427,3
723,1210,18974,5
724,1210,9189,3
725,1210,10246,4
726,1210,7162,3
727,1210,12961,3
728,1210,7592,3
729,1210,664,3
730,1210,14123,4
731,1210,4618,5
732,1210,1179,4
733,1210,4819,5
734,1210,18907,4
735,1210,12035,3
736,1210,6115,5
737,1210,14521,4
738,1210,7421,4
739,1210,6296,5
740,1417,12799,2
741,1417,9598,4
742,1417,1208,5
743,1417,12083,3
744,1417,3787,4
745,1417,8920,3
746,1417,2653,3
747,1417,10204,4
748,1417,3800,3
749,1417,8287,2
750,1417,10717,2
751,1417,13016,2
752,1417,7846,1
753,1417,15708,3
754,1417,15488,2
755,1417,9322,2
756,1417,13010,4
757,1417,11694,5
758,1417,15728,4
759,1417,8996,4
760,1417,6863,3
761,1417,14213,1
762,1417,8948,5
763,1417,2085,5
764,1417,6627,3
765,1417,17972,3
766,1417,12150,3
767,1417,14156,5
768,1417,14956,4
769,1417,8175,3
770,1417,7006,4
771,1417,4764,3
772,1417,10228,1
773,1417,5197,3
774,1417,911,5
775,1417,14682,5
776,1417,14925,4
777,1417,6851,4
778,1417,11571,3
779,1417,3873,5
780,1417,18362,5
781,1417,10762,2
782,1417,912,4
783,1417,10976,3
784,1471,107,4
785,1471,15735,2
786,1471,18201,4
787,1471,5476,4
788,1471,2433,4
789,1471,7926,3
790,1471,513,1
791,1471,2282,2
792,1471,12138,3
793,1471,17840,1
794,1471,9624,3
795,1471,9519,5
796,1471,7246,2
797,1471,10100,4
798,1471,17552,3
799,1471,2688,3
800,1471,12069,4
801,1471,1136,4
802,1471,8313,4
803,1471,18807,4
804,1471,2164,3
805,1471,1470,4
806,1471,14099,3
807,1471,11778,5
808,1471,8226,3
809,1471,7377,2
810,1471,10497,4
811,1471,6307,2
812,1471,18008,4
813,1471,16523,2
814,1471,19143,3
815,1471,10073,4
816,1471,1886,3
817,1471,15373,3
818,1471,19144,3
819,1471,11311,2
820,1471,655,4
821,1534,2417,4
822,1534,6382,4
823,1534,15749,4
824,1534,3469,2
825,1534,5368,3
826,1534,11218,2
827,1534,14159,4
828,1534,3109,2
829,1534,18232,4
830,1534,19162,4
831,1534,3627,4
832,1534,9986,4
833,1534,5193,4
834,1534,1519,5
835,1534,10249,3
836,1534,14746,3
837,1534,11263,3
838,1534,1266,3
839,1534,1917,3
840,1534,14370,4
841,1534,5785,2
842,1534,17270,5
843,1534,9094,3
844,1534,12422,1
845,1534,16637,5
846,1534,2739,4
847,1534,5735,5
848,1534,11793,3
849,1534,11380,2
850,1534,5041,2
851,1534,12654,3
852,1534,11359,3
853,1534,1283,3
854,1550,18110,4
855,1550,1098,4
856,1550,5133,3
857,1550,18148,5
858,1550,4966,4
859,1550,15626,3
860,1550,9341,3
861,1550,13925,5
862,1550,3750,5
863,1550,10991,2
864,1550,4249,5
865,1550,4793,3
866,1550,5828,1
867,1550,7771,4
868,1550,5745,3
869,1550,5865,3
870,1550,4278,3
871,1550,7646,5
872,1550,9967,2
873,1550,190,3
874,1550,13253,5
875,1550,4679,3
876,1550,6465,4
877,1550,9376,3
878,1550,15794,3
879,1550,1074,2
880,1550,7674,5
881,1550,9909,1
882,1550,4667,5
883,1550,15340,3
884,1550,18476,3
885,1564,11197,2
886,1564,5771,4
887,1564,9778,4
888,1564,7684,3
889,1564,3179,3
890,1564,4649,2
891,1564,11323,4
892,1564,9458,3
893,1564,15966,5
894,1564,2178,2
895,1564,388,3
896,1564,17195,5
897,1564,8882,3
898,1564,14870,3
899,1564,4528,2
900,1564,3186,3
901,1564,3055,1
902,1564,11343,4
903,1564,2829,5
904,1564,5032,5
905,1564,7133,5
906,1564,4249,3
907,1564,4424,4
908,1564,3007,4
909,1564,10405,3
910,1564,705,4
911,1564,11618,3
912,1564,1583,5
913,1564,18905,4
914,1566,16675,2
915,1566,16634,3
916,1566,8888,3
917,1566,16013,5
918,1566,5901,3
919,1566,7107,3
920,1566,17378,4
921,1566,15818,3
922,1566,6636,2
923,1566,12890,4
924,1566,14422,3
925,1566,13690,1
926,1566,3064,4
927,1566,16642,3
928,1566,3280,4
929,1566,13877,3
930,1566,10196,4
931,1566,15402,3
932,1566,13770,4
933,1566,17668,3
934,1566,10345,5
935,1566,10588,4
936,1566,16254,4
937,1566,2308,1
938,1566,18189,4
939,1566,3345,2
940,1682,16109,3
941,1682,6986,4
942,1682,8084,3
943,1682,12781,3
944,1682,10884,4
945,1682,10033,5
946,1682,15396,5
947,1682,16758,2
948,1682,1142,4
949,1682,347,2
950,1682,2881,2
951,1682,17655,5
952,1682,7110,5
953,1682,5442,2
954,1682,15510,5
955,1682,249,3
956,1682,7371,4
957,1682,10422,3
958,1682,15192,4
959,1682,4951,3
960,1682,16199,5
961,1682,16968,3
962,1682,14131,4
963,1682,6437,3
964,1682,19168,4
965,1703,4105,4
966,1703,2024,4
967,1703,15314,3
968,1703,11648,5
969,1703,9658,4
970,1703,2451,2
971,1703,14019,3
972,1703,7165,3
973,1703,5035,5
974,1703,9634,5
975,1703,11685,3
976,1703,13032,5
977,1703,8661,4
978,1703,13815,3
979,1703,17331,3
980,1703,1462,5
981,1703,2266,5
982,1703,9977,4
983,1703,14785,3
984,1703,8523,3
985,1703,4372,4
986,1703,7145,4
987,1703,4638,4
988,1703,12884,4
989,1703,7688,5
990,1703,3450,4
991,1703,6818,2
992,1703,7453,5
993,1703,2298,4
994,1703,2156,4
995,1703,10523,3
996,1703,15628,2
997,1716,3306,3
998,1716,1749,2
999,1716,3908,4
1000,1716,2804,2
1001,1716,13157,3
1002,1716,18534,4
1003,1716,10064,2
1004,1716,9023,3
1005,1716,2731,2
1006,1716,19036,3
1007,1716,19013,5
1008,1716,10801,4
1009,1716,16587,4
1010,1716,4553,2
1011,1716,16588,4
1012,1716,17968,3
1013,1716,6565,5
1014,1716,8462,3
1015,1716,1982,3
1016,1716,7053,3
1017,1716,9248,5
1018,1716,15325,5
1019,1716,1032,1
1020,1716,7684,5
1021,1716,17532,1
1022,1716,13054,2
1023,1716,18653,3
1024,1716,11198,4
1025,1716,6460,3
1026,1716,4393,3
1027,1716,17151,4
1028,1716,745,4
1029,1716,10692,3
1030,1716,430,3
1031,1716,11482,4
1032,1716,14401,3
1033,1716,6971,3
1034,1752,14501,2
1035,1752,2421,4
1036,1752,5051,4
1037,1752,1384,3
1038,1752,14219,4
1039,1752,14343,3
1040,1752,11986,3
1041,1752,4644,4
1042,1752,7843,5
1043,1752,617,5
1044,1752,2378,1
1045,1752,13881,3
1046,1752,5922,4
1047,1752,15844,3
1048,1752,1347,2
1049,1752,6892,4
1050,1752,17280,4
1051,1752,1855,4
1052,1752,10390,4
1053,1752,4366,5
1054,1752,15772,2
1055,1752,15368,2
1056,1752,12147,2
1057,1752,9827,3
1058,1752,2963,2
1059,1752,1466,3
1060,1758,650,3
1061,1758,8059,3
1062,1758,6051,3
1063,1758,15233,4
1064,1758,1669,1
1065,1758,16384,2
1066,1758,12239,3
1067,1758,15232,3
1068,1758,6308,3
1069,1758,2865,2
1070,1758,3538,3
1071,1758,1042,3
1072,1758,12908,5
1073,1758,1556,5
1074,1758,822,3
1075,1758,1762,4
1076,1758,749,3
1077,1758,5138,4
1078,1758,5678,4
1079,1758,1732,4
1080,1758,7107,5
1081,1758,5603,3
1082,1758,4630,2
1083,1758,7394,1
1084,1758,14425,3
1085,1758,18510,5
1086,1758,2304,4
1087,1758,15632,4
1088,1758,6726,5
1089,1758,8521,2
1090,1841,5654,3
1091,1841,9735,3
1092,1841,9765,5
1093,1841,8638,3
1094,1841,3327,4
1095,1841,16951,5
1096,1841,12801,3
1097,1841,18825,2
1098,1841,9078,4
1099,1841,18295,1
1100,1841,6595,3
1101,1841,3622,3
1102,1841,12446,2
1103,1841,15797,2
1104,1841,5549,4
1105,1841,10076,4
1106,1841,12878,3
1107,1841,8740,5
1108,1841,4723,2
1109,1841,4451,4
1110,1841,13254,5
1111,1841,12353,5
1112,1841,18410,4
1113,1841,4383,2
1114,1841,10202,3
1115,1841,4428,4
1116,1841,13005,4
1117,1841,4077,4
1118,1841,9577,4
1119,1841,2292,5
1120,1841,19063,4
1121,1841,11830,5
1122,1841,15177,3
1123,1841,12430,2
1124,1841,11949,3
1125,1841,7634,5
1126,1841,7499,3
1127,1841,18476,4
1128,1841,6428,3
1129,1841,14516,3
1130,1884,628,5
1131,1884,2239,5
1132,1884,15750,5
1133,1884,18500,4
1134,1884,15800,5
1135,1884,14971,4
1136,1884,18641,4
1137,1884,1550,3
1138,1884,14051,5
1139,1884,13444,3
1140,1884,1342,3
1141,1884,15423,5
1142,1884,8065,4
1143,1884,16189,5
1144,1884,14869,3
1145,1884,17024,5
1146,1884,8366,3
1147,1884,1627,4
1148,1884,4203,3
1149,1884,17306,4
1150,1884,19061,5
1151,1884,3064,2
1152,1884,619,3
1153,1884,2029,5
1154,1884,12099,2
1155,1916,975,3
1156,1916,13195,5
1157,1916,3809,3
1158,1916,14520,5
1159,1916,7179,2
1160,1916,3141,1
1161,1916,252,2
1162,1916,18558,4
1163,1916,10579,3
1164,1916,5580,3
1165,1916,429,5
1166,1916,1128,4
1167,1916,13512,4
1168,1916,5658,4
1169,1916,3111,5
1170,1916,15322,4
1171,1916,17890,3
1172,1916,6327,4
1173,1916,2548,5
1174,1916,6553,2
1175,1916,15294,2
1176,1916,7552,4
1177,1916,2968,4
1178,1916,8104,3
1179,1916,682,4
1180,1916,15114,2
1181,1916,17363,2
1182,2010,5957,3
1183,2010,8071,3
1184,2010,3394,4
1185,2010,9650,4
1186,2010,5776,3
1187,2010,6371,4
1188,2010,3955,4
1189,2010,6101,2
1190,2010,15660,5
1191,2010,7224,4
1192,2010,10938,3
1193,2010,15078,2
1194,2010,17074,3
1195,2010,995,2
1196,2010,5834,3
1197,2010,1556,5
1198,2010,3271,4
1199,2010,10212,4
1200,2010,18883,2
1201,2010,12581,3
1202,2049,6142,5
1203,2049,9880,5
1204,2049,17569,3
1205,2049,9580,4
1206,2049,6727,3
1207,2049,7539,4
1208,2049,5979,1
1209,2049,206,5
1210,2049,11733,4
1211,2049,12752,5
1212,2049,6745,3
1213,2049,14458,3
1214,2049,15408,3
1215,2049,16185,3
1216,2049,9558,4
1217,2049,8924,2
1218,2049,19140,4
1219,2049,17749,4
1220,2049,14563,3
1221,2049,16314,5
1222,2049,13655,4
1223,2049,15780,4
1224,2049,4543,5
1225,2049,8971,5
1226,2049,5020,4
1227,2049,565,4
1228,2049,6010,3
1229,2049,1801,4
1230,2049,16979,3
1231,2049,7607,1
1232,2049,6762,3
1233,2049,10917,1
1234,2049,8541,2
1235,2063,13222,5
1236,2063,13612,3
1237,2063,6136,3
1238,2063,2620,4
1239,2063,4504,2
1240,2063,1802,3
1241,2063,18629,5
1242,2063,2826,4
1243,2063,3722,3
1244,2063,1706,5
1245,2063,7203,4
1246,2063,18974,4
1247,2063,9765,3
1248,2063,1042,2
1249,2063,14097,4
1250,2063,11602,3
1251,2063,724,5
1252,2063,16047,2
1253,2063,15648,3
1254,2063,12217,4
1255,2063,11882,4
1256,2063,15049,4
1257,2063,16050,4
1258,2063,5755,3
1259,2063,15217,5
1260,2063,2072,3
1261,2063,12693,4
1262,2063,13203,3
1263,2063,15124,5
1264,2063,4216,5
1265,2063,1159,2
1266,2063,8399,4
1267,2063,10464,2
1268,2063,13652,1
1269,2063,886,2
1270,2063,4647,4
1271,2063,16475,4
1272,2063,13097,2
1273,2063,4967,3
1274,2063,9204,2
1275,2063,16799,4
1276,2103,7342,4
1277,2103,4367,3
1278,2103,1282,5
1279,2103,6653,4
1280,2103,4395,4
1281,2103,8967,4
1282,2103,4400,3
1283,2103,2526,4
1284,2103,2206,3
1285,2103,6829,2
1286,2103,7914,5
1287,2103,1188,3
1288,2103,7890,4
1289,2103,2242,3
1290,2103,17167,2
1291,2103,13566,3
1292,2103,8306,4
1293,2103,7401,5
1294,2103,2597,3
1295,2103,17782,3
1296,2103,14483,2
1297,2103,15174,5
1298,2103,6647,4
1299,2103,3976,3
1300,2103,574,2
1301,2103,2587,3
1302,2103,19021,4
1303,2103,16599,4
1304,2103,3023,2
1305,2103,15640,2
1306,2103,16042,3
1307,2103,19065,4
1308,2103,13951,2
1309,2114,13831,3
1310,2114,16404,3
1311,2114,3927,5
1312,2114,4193,2
1313,2114,8621,2
1314,2114,4549,5
1315,2114,13264,4
1316,2114,14288,1
1317,2114,5901,4
1318,2114,5141,3
1319,2114,9707,4
1320,2114,11320,4
1321,2114,18867,4
1322,2114,14718,3
1323,2114,3551,4
1324,2114,15819,4
1325,2114,6423,1
1326,2114,3721,3
1327,2114,517,3
1328,2114,271,5
1329,2114,6591,3
1330,2114,5490,4
1331,2114,17216,3
1332,2114,12723,2
1333,2114,4841,3
1334,2227,17669,4
1335,2227,14130,5
1336,2227,4990,4
1337,2227,12434,5
1338,2227,12450,3
1339,2227,10684,1
1340,2227,9720,3
1341,2227,15675,4
1342,2227,13464,4
1343,2227,13760,3
1344,2227,17698,3
1345,2227,12236,2
1346,2227,14238,4
1347,2227,778,2
1348,2227,12300,4
1349,2227,4367,3
1350,2227,15580,4
1351,2227,12343,2
1352,2227,5905,3
1353,2227,6410,4
1354,2227,17495,2
1355,2227,16209,4
1356,2227,15774,3
1357,2227,15372,5
1358,2227,3359,2
1359,2227,450,3
1360,2227,2614,5
1361,2227,13624,3
1362,2227,7205,4
1363,2227,12295,4
1364,2227,7501,2
1365,2227,785,4
1366,2227,10480,3
1367,2227,3578,3
1368,2227,13535,5
1369,2247,6196,1
1370,2247,2123,1
1371,2247,6600,4
1372,2247,2116,3
1373,2247,13794,4
1374,2247,17974,4
1375,2247,14465,3
1376,2247,3844,3
1377,2247,18154,2
1378,2247,2498,4
1379,2247,13925,4
1380,2247,4981,5
1381,2247,10404,1
1382,2247,2908,4
1383,2247,6854,3
1384,2247,18419,3
1385,2247,11357,3
1386,2247,7726,4
1387,2247,9813,3
1388,2247,4013,1
1389,2247,14764,2
1390,2247,3875,5
1391,2247,4150,4
1392,2247,3210,5
1393,2247,10625,2
1394,2247,770,4
1395,2247,15934,2
1396,2247,7551,3
1397,2247,16863,4
1398,2247,18072,4
1399,2247,13645,2
1400,2247,1222,5
1401,2365,6517,5
1402,2365,2768,4
1403,2365,10876,4
1404,2365,9798,2
1405,2365,9258,5
1406,2365,8633,4
1407,2365,13935,1
1408,2365,8676,3
1409,2365,18458,3
1410,2365,5338,5
1411,2365,13637,3
1412,2365,4312,3
1413,2365,18548,3
1414,2365,11954,5
1415,2365,16557,3
1416,2365,8173,2
1417,2365,10023,4
1418,2365,16301,3
1419,2365,11609,4
1420,2365,9939,4
1421,2365,4274,4
1422,2365,6705,4
1423,2365,17554,3
1424,2365,17311,3
1425,2365,6270,3
1426,2365,4426,5
1427,2365,9783,3
1428,2365,15309,4
